Table	Namespace		Field	Namespace	Key	Type	Calculated	Default Value	Related Table	Related Namespace	Corresponding Field	Corresponding Namespace	Record Deleted	Record Table	Record Field
PartSource	Mfg		ProductionRecurrence	Mfg	N	Reference	Input		ProductionRecurrence	Mfg	PartSources	Mfg	Retain record, field = Null	Y	Y
PartSource	Mfg		ProductionWheel	Mfg	N	Reference	Input		ProductionWheel	Mfg	PartSources	Mfg	Retain record, field = Null	Y	Y
PartSource	Mfg		Routing	Mfg	N	Reference	Input	[]{? Id='Default' 0 1, Id}	Routing	Mfg	PartSources	Mfg	Delete record	Y	Y
PartSource	Mfg		SafetyLeadTime	Mfg	N	Integer	Input						Delete record	Y	Y
PartSource	Mfg		SecondaryPriority	Mfg	N	Quantity	Input						Delete record	Y	Y
PartSource	Mfg		ShippingCost	Solutions	N	Money	Input						Delete record	Y	Y
PartSource	Mfg		SupplierPart	Mfg	N	String	Input						Delete record	Y	Y
PartSource	Mfg		SupplierUOM	Mfg	N	Reference	Input		UnitOfMeasure	Mfg	PartSources	Mfg	Delete record	Y	Y
PartSource	Mfg		TaktTime	Mfg	N	Integer	Input						Delete record	Y	Y
PartSource	Mfg		Target	Mfg	N	Quantity	Input						Delete record	Y	Y
PartSource	Mfg		ToDateQty	Mfg	N	Quantity	Input						Delete record	Y	Y
PartSource	Mfg		TransferPart	Mfg	N	Reference	Input		Part	Mfg	TransferPartSources	Mfg	Delete record	Y	Y
PartSource	Mfg		Type	Mfg	N	Reference	Input		PartSourceType	Mfg	PartSources	Mfg	Delete record	Y	Y
PartSource	Mfg		UnitCost	Mfg	N	Money	Input						Delete record	Y	Y
PartSource	Mfg		VarLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
PartSource	Mfg		Yield	Mfg	N	Quantity	Input	1					Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		PartSource	Mfg	Y	Reference	Input		PartSource	Mfg	TimePhasedAttributes	Mfg	Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		EffectiveDate	Mfg	N	Date	Input						Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		LaborCost	Mfg	N	Money	Input						Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		MaterialCost	Mfg	N	Money	Input						Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		OverheadCost	Mfg	N	Money	Input						Delete record	Y	Y
PartSourceTimePhasedAttributes	Mfg		OverheadCost2	Mfg	N	Money	Input						Delete record	Y	Y
PartSourceType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	PartSourceTypes	Mfg	Delete record	Y	Y
PartSourceType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
PartSourceType	Mfg		ConstraintDateRule	Mfg	N	Enum	Input		ConstraintDateRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		ConstraintMinimumRule	Mfg	N	Enum	Input		ConstraintMinimumRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		ConstraintMultipleRule	Mfg	N	Enum	Input		ConstraintMultipleRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		ConstraintOffsetRule	Mfg	N	Enum	Input		PartSourceTypeConstraintOffsetRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		CostRule	Mfg	N	Enum	Input		CostRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
PartSourceType	Mfg		DockToStockLeadTimeRule	Mfg	N	Enum	Input		PartSourceTypeDockToStockLeadTimeRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		EffectivityRule	Mfg	N	Enum	Input		EffectivityRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		ExpiryDateRule	Mfg	N	Enum	Input		PartSourceTypeExpiryDateRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		ExpiryRule	Mfg	N	Enum	Input		PartSourceTypeExpiryRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		PlannedOrderSupplyStatus	Mfg	N	Reference	Input		SupplyStatus	Mfg	PartSourceTypes_PlannedOrder	Mfg	Delete record	Y	Y
PartSourceType	Mfg		PlannedOrderSupplyType	Mfg	N	Reference	Input		SupplyType	Mfg	PartSourceTypes_PlannedOrder	Mfg	Delete record	Y	Y
PartSourceType	Mfg		PlannedOrderToSRSupplyStatus	Mfg	N	Reference	Input		SupplyStatus	Mfg	PartSourceTypes_PlannedOrderToSR	Mfg	Delete record	Y	Y
PartSourceType	Mfg		PlannedOrderToSRSupplyType	Mfg	N	Reference	Input		SupplyType	Mfg	PartSourceTypes_PlannedOrderToSR	Mfg	Delete record	Y	Y
PartSourceType	Mfg		PrePlanRule	Mfg	N	Enum	Input		PrePlanRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		PreShipLeadTimeRule	Mfg	N	Enum	Input		PartSourceTypePreShipLeadTimeRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		TransitRule	Mfg	N	Enum	Input		TransitRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		TransitTimeRule	Mfg	N	Enum	Input		PartSourceTypeTransitTimeRule	Mfg			Delete record	Y	Y
PartSourceType	Mfg		UseTimePhasedPartSourceLeadTime	Mfg	N	Enum	Input		BoolY	System			Delete record	Y	Y
PartSourceType	Mfg		UseTimePhasedSourceLeadTime	Mfg	N	Enum	Input		BoolY	System			Delete record	Y	Y
PartSupplier	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	PartSuppliers	Mfg	Delete record	Y	Y
PartSupplier	Mfg		Supplier	Mfg	Y	Reference	Input		Supplier	Mfg	PartSuppliers	Mfg	Delete record	Y	Y
PartSupplier	Mfg		SupplierUOM	Mfg	N	Reference	Input		UnitOfMeasure	Mfg	PartSuppliers	Mfg	Retain record, field = Null	Y	Y
PartSupplier	Mfg		ToleranceProfile	Mfg	N	Reference	Input		ToleranceProfile	Mfg	PartSuppliers	Mfg	Delete record	Y	Y
PartType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	PartTypes	Mfg	Delete record	Y	Y
PartType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
PartType	Mfg		AllocationQuantityRule	Mfg	N	Enum	Input		PartTypeAllocationQuantityRule	Mfg			Delete record	Y	Y
PartType	Mfg		ATPCTPRule	Mfg	N	Enum	Input		PartTypeATPCTPRule	Mfg			Delete record	Y	Y
PartType	Mfg		AvailableRule	Mfg	N	Enum	Input		PartTypeAvailableRule	Mfg			Delete record	Y	Y
PartType	Mfg		CommitLevel	Mfg	N	Enum	Input		PartTypeCommitLevel	Mfg			Delete record	Y	Y
PartType	Mfg		ConstraintShareRule	Mfg	N	Enum	Input		PartTypeConstraintShareRule	Mfg			Delete record	Y	Y
PartType	Mfg		DaysSupplyPrioritySource	Mfg	N	Enum	Input		PartTypeDaysSupplyPrioritySource	Mfg			Delete record	Y	Y
PartType	Mfg		DaysSupplyRule	Mfg	N	Enum	Input		DaysSupplyRule	Mfg			Delete record	Y	Y
PartType	Mfg		DefaultPriority	Mfg	N	Reference	Input	[]{? Value='Low' 0 1, PlanningPriority:D}	OrderPriority	Mfg	PartTypes	Mfg	Delete record	Y	Y
PartType	Mfg		DependentDemandForecastConsumption	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
PartType	Mfg		DependentDemandUsage	Mfg	N	Enum	Input		PartTypeDependentDemandUsage	Mfg			Delete record	Y	Y
PartType	Mfg		DependentSafetyLeadTimeRule	Mfg	N	Enum	Input		PartTypeSafetyLeadTimeRule	Mfg			Delete record	Y	Y
PartType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
PartType	Mfg		DTFRule	Mfg	N	Enum	Input		PartTypeDTFRule	Mfg			Delete record	Y	Y
PartType	Mfg		ExcessRule	Mfg	N	Enum	Input		PartTypeExcessRule	Mfg			Delete record	Y	Y
PartType	Mfg		ExpiryPastDueRule	Mfg	N	Enum	Input		PartTypeExpiryPastDueRule	Mfg			Delete record	Y	Y
PartType	Mfg		ExpiryRule	Mfg	N	Enum	Input		PartTypeExpiryRule	Mfg			Delete record	Y	Y
PartType	Mfg		FeatureBOMRule	Mfg	N	Enum	Input		PartTypeFeatureBOMRule	Mfg			Delete record	Y	Y
PartType	Mfg		ForecastConsumptionCalendar	Mfg	N	Enum	Input		PartTypeForecastConsumptionCalendar	Mfg			Delete record	Y	Y
PartType	Mfg		ForecastConsumptionDateRule	Mfg	N	Enum	Input		PartTypeForecastConsumptionDateRule	Mfg			Delete record	Y	Y
PartType	Mfg		ForecastConsumptionOrder	Mfg	N	Enum	Input		PartTypeForecastConsumptionOrderRule	Mfg			Delete record	Y	Y
PartType	Mfg		ForecastCrossConsumptionRule	Mfg	N	Enum	Input		PartTypeForecastCrossConsumptionRule	Mfg			Delete record	Y	Y
PartType	Mfg		IndependentSafetyLeadTimeRule	Mfg	N	Enum	Input		PartTypeSafetyLeadTimeRule	Mfg			Delete record	Y	Y
PartType	Mfg		OnTimeAllocationRule	Mfg	N	Enum	Input		PartTypeOnTimeAllocationRule	Mfg			Delete record	Y	Y
PartType	Mfg		OrderPointDateRule	Mfg	N	Enum	Input		PartTypeOrderPointDateRuleRule	Mfg			Delete record	Y	Y
PartType	Mfg		OrderPointIncrease	Mfg	N	Enum	Input		PartTypeOrderPointIncreaseRule	Mfg			Delete record	Y	Y
PartType	Mfg		ProcessingRule	Mfg	N	Enum	Input		PartTypeProcessingRule	Mfg			Delete record	Y	Y
PartType	Mfg		SafetyLeadTimeCalendarRule	Mfg	N	Enum	Input		PartTypeSafetyLeadTimeCalendarRule	Mfg			Delete record	Y	Y
PartType	Mfg		SafetyStockDateRule	Mfg	N	Enum	Input		PartTypeSafetyStockDateRule	Mfg			Delete record	Y	Y
PartType	Mfg		SafetyStockQuantityRule	Mfg	N	Enum	Input		PartTypeSafetyStockQuantityRule	Mfg			Delete record	Y	Y
PartType	Mfg		SafetyStockRule	Mfg	N	Enum	Input		PartTypeSafetyStockRule	Mfg			Delete record	Y	Y
PartType	Mfg		SalesActualConsumptionOrder	Mfg	N	Enum	Input		PartTypeSalesActualConsumptionOrder	Mfg			Delete record	Y	Y
PartType	Mfg		SubstitutionPreference	Mfg	N	Enum	Input		PartTypeSubstitutionPreference	Mfg			Delete record	Y	Y
PartType	Mfg		SupplyAllocationRule	Mfg	N	Enum	Input		PartTypeSupplyAllocationRule	Mfg			Delete record	Y	Y
PartType	Mfg		SupplyShareRule	Mfg	N	Enum	Input		PartTypeSupplyShareRule	Mfg			Delete record	Y	Y
PartType	Mfg		UseDaysSupply	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
PartType	Mfg		UseLeadTimeAdjust	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
PartType	Mfg		UseLTForFlatBill	Mfg	N	Enum	Input		BoolY	System			Delete record	Y	Y
PartType	Mfg		UseNegativeOnHand	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
PartType	Mfg		UseSafetyLeadTime	Mfg	N	Enum	Input		PartTypeUseSafetyLeadTime	Mfg			Delete record	Y	Y
PartUOMConversion	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	UOMConversions	Mfg	Delete record	Y	Y
PartUOMConversion	Mfg		UnitOfMeasure	Mfg	Y	Reference	Input		UnitOfMeasure	Mfg	UOMConversions	Mfg	Delete record	Y	Y
PartUOMConversion	Mfg		Factor	Mfg	N	Quantity	Input						Delete record	Y	Y
PlannerCode	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	PlannerCodes	Mfg	Delete record	Y	Y
PlannerCode	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
PlannerCode	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
PlannerCode	Mfg		UserId	Solutions	N	String	Input						Delete record	Y	Y
PlanningCalendars	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	PlanningCalendarss	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
PlanningCalendars	Mfg		AllocationCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsAllocationCalendar	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		CoByProductPlanningInterval	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsCoByProductPlanningInterval	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		CommonPool	Mfg	N	Reference	Input	[] { Value }	Pool	Mfg	CommonUsages	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		DataDate	Mfg	N	Reference	Input	[] { Value }	Calendar	Core	PlanningCalendarsDataDate	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
PlanningCalendars	Mfg		ExpiryCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsExpiryCalendars	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		ForecastCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsForecast	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		ForecastTimeUnits	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsForecastTimeUnits	Mfg	Retain record, field = Null	Y	Y
PlanningCalendars	Mfg		IntermediateSpreadCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsIntermediateSpreadCalendar	Mfg	Retain record, field = Null	Y	Y
PlanningCalendars	Mfg		OptimizationCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsOptimizationCalendars	Mfg	Retain record, field = Null	Y	N	SupplyPlanningOptimization
PlanningCalendars	Mfg		OrderPointIncrease	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsOrderPointIncreases	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		PercentSafetyInterval	Mfg	N	Reference	Input	[] { Value }	Calendar	Core	PlanningCalendarsPercentSafetlyInterval	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		PeriodSupplyDueCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsPeriodSupplyDue	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		PeriodSupplyInterval	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsPeriodSupplyInterval	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		RangeOfCoverage	Mfg	N	Reference	Input	[] { Value }	RangeOfCoverage	Mfg	PlanningCalendars	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		RunDate	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsRunDate	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		SecondCalendar	Mfg	N	Reference	Input	[] { Value }	Calendar	Core	PlanningCalendarsSecondCalendar	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		SubstitutionToleranceCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsSubstitutionToleranceCalendar	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		TimeFenceCalendar	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsTimeFence	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		TimeUnits	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsTimeUnits	Mfg	Delete record	Y	Y
PlanningCalendars	Mfg		Weekly	Mfg	N	Reference	Input		Calendar	Core	PlanningCalendarsWeekly	Mfg	Delete record	Y	Y
PointsProfile	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
PointsProfile	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
Pool	Mfg		Value	Mfg	Y	String	Input	'Unpooled'					Delete record	Y	Y
Pool	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
PoolMap	Mfg		DemandPool	Mfg	N	Reference	Input		Pool	Mfg	DemandPoolMaps	Mfg	Delete record	Y	Y
PoolMap	Mfg		PartType	Mfg	N	Reference	Input		PartType	Mfg	PoolMaps	Mfg	Delete record	Y	Y
PoolMap	Mfg		SupplyPool	Mfg	N	Reference	Input		Pool	Mfg	SupplyPoolMaps	Mfg	Delete record	Y	Y
PoolMapOverride	Mfg		DemandPool	Mfg	N	Reference	Input		Pool	Mfg	DemandPoolMapOverrides	Mfg	Delete record	Y	Y
PoolMapOverride	Mfg		Part	Mfg	N	Reference	Input		Part	Mfg	PoolMapOverrides	Mfg	Delete record	Y	Y
PoolMapOverride	Mfg		SupplyPool	Mfg	N	Reference	Input		Pool	Mfg	SupplyPoolMapOverrides	Mfg	Delete record	Y	Y
ProductFamily	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ProductFamily	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ProductionGroup	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
ProductionGroup	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	ProductionGroups	Mfg	Delete record	Y	Y
ProductionGroup	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ProductionGroup	Mfg		GroupingPeriods	Mfg	N	Integer	Input	-1					Delete record	Y	N	GroupPlanning
ProductionGroup	Mfg		GroupPlanningPolicy	Mfg	N	Reference	Input		GroupPlanningPolicy	Mfg	ProductionGroups	Mfg	Retain record, field = Null	Y	N	GroupPlanning
ProductionGroup	Mfg		MajorCleanup	Mfg	N	Quantity	Input						Delete record	Y	Y
ProductionGroup	Mfg		MajorSetup	Mfg	N	Quantity	Input						Delete record	Y	Y
ProductionGroup	Mfg		MaximumConstraintConsumption	Mfg	N	Quantity	Input						Delete record	Y	Y
ProductionGroup	Mfg		MinimumQty	Mfg	N	Quantity	Input	0.0					Delete record	Y	N	GroupPlanning
ProductionGroup	Mfg		MinorChangeOver	Mfg	N	Quantity	Input						Delete record	Y	Y
ProductionGroup	Mfg		MultipleQty	Mfg	N	Quantity	Input	0.0					Delete record	Y	N	GroupPlanning
ProductionGroup	Mfg		OverTolerance	Mfg	N	Quantity	Input	0.0					Delete record	Y	N	GroupPlanning
ProductionGroup	Mfg		PrePlanLimit	Mfg	N	Integer	Input	-1					Delete record	Y	N	GroupPlanning
ProductionGroup	Mfg		Priority	Mfg	N	Integer	Input						Delete record	Y	Y
ProductionGroup	Mfg		UnderTolerance	Mfg	N	Quantity	Input	0.0					Delete record	Y	N	GroupPlanning
ProductionGroupRelationship	Mfg		Group1	Mfg	N	Reference	Input		ProductionGroup	Mfg	ProductionGroupRelationships	Mfg	Delete record	N	?
ProductionGroupRelationship	Mfg		Group2	Mfg	N	Reference	Input		ProductionGroup	Mfg	ProductionGroupRelationships2	Mfg	Delete record	N	?
ProductionGroupRelationship	Mfg		RelationshipPolicy	Mfg	N	Reference	Input		ProductionGroupRelationshipPolicy	Mfg	ProductionGroupRelationships3	Mfg	Delete record	N	?
ProductionGroupRelationshipPolicy	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	ProductionGroupRelationshipPolicies	Mfg	Delete record	N	?
ProductionGroupRelationshipPolicy	Mfg		Value	Mfg	Y	String	Input						Delete record	N	?
ProductionGroupRelationshipPolicy	Mfg		Description	Mfg	N	String	Input						Delete record	N	?
ProductionGroupRelationshipPolicy	Mfg		RelationshipType	Mfg	N	Enum	Input		ProductionGroupRelationshipType	Mfg			Delete record	N	?
ProductionRecurrence	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	ProductionRecurrences	Mfg	Delete record	Y	Y
ProductionRecurrence	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ProductionRecurrence	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ProductionRecurrence	Mfg		Offset	Mfg	N	Integer	Input	0					Delete record	Y	Y
ProductionRecurrence	Mfg		Recurrence	Mfg	N	Integer	Input	1					Delete record	Y	Y
ProductionWheel	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
ProductionWheel	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	ProductionWheels	Mfg	Delete record	Y	Y
ProductionWheel	Mfg		Calendar	Mfg	N	Reference	Input		Calendar	Core	ProductionWheels	Mfg	Delete record	Y	Y
ProductionWheel	Mfg		CalendarInterval	Mfg	N	Integer	Input	1					Delete record	Y	Y
ProductionWheel	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ProductionWheel	Mfg		EffectiveInDate	Mfg	N	Date	Input						Delete record	Y	Y
ProductionWheel	Mfg		EffectiveOutDate	Mfg	N	Date	Input						Delete record	Y	Y
ProductionWheel	Mfg		Priority	Mfg	N	Integer	Input						Delete record	Y	Y
ProductionWheel	Mfg		Type	Mfg	N	Reference	Input		ProductionWheelType	Mfg	ProductionWheels	Mfg	Delete record	Y	Y
ProductionWheelConstraint	Mfg		ProductionWheel	Mfg	Y	Reference	Input		ProductionWheel	Mfg	ProductionWheelConstraints	Mfg	Delete record	Y	Y
ProductionWheelConstraint	Mfg		Constraint	Mfg	N	Reference	Input		Constraint	Mfg	ProductionWheelConstraints	Mfg	Delete record	Y	Y
ProductionWheelConstraint	Mfg		MinimumConstraintConsumption	Mfg	N	Quantity	Input						Delete record	Y	Y
ProductionWheelType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	ProductionWheelTypes	Mfg	Delete record	Y	Y
ProductionWheelType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ProductionWheelType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ProductionWheelType	Mfg		UnsatisfiedSupplyRule	Mfg	N	Enum	Input		ProductionWheelTypeUnsatisfiedSupplyRule	Mfg			Delete record	Y	Y
ProductionWheelType	Mfg		UnusedConstraintRule	Mfg	N	Enum	Input		ProductionWheelTypeUnusedConstraintRule	Mfg			Delete record	Y	Y
ProfilePoint	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
ProfilePoint	Mfg		Profile	Mfg	Y	Reference	Input		PointsProfile	Mfg	ProfilePoints	Mfg	Delete record	Y	Y
ProfilePoint	Mfg		Index	Mfg	N	Integer	Input						Delete record	Y	Y
ProfilePoint	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedLeadTime	Mfg		EffectiveInDate	Mfg	Y	Date	Input						Delete record	Y	Y
ProjectedLeadTime	Mfg		ItemSource	Mfg	Y	Reference	Input		ItemSource	Mfg	ProjectedLeadTimes	Mfg	Delete record	Y	Y
ProjectedLeadTime	Mfg		FixedLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedLeadTime	Mfg		LowerBound	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedLeadTime	Mfg		RevisedLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedLeadTime	Mfg		UpperBound	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedYield	Mfg		EffectiveInDate	Mfg	Y	Date	Input						Delete record	Y	Y
ProjectedYield	Mfg		ItemSource	Mfg	Y	Reference	Input		ItemSource	Mfg	ProjectedYields	Mfg	Delete record	Y	Y
ProjectedYield	Mfg		LowerBound	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedYield	Mfg		RevisedYield	Mfg	N	Quantity	Input	-1					Delete record	Y	Y
ProjectedYield	Mfg		UpperBound	Mfg	N	Quantity	Input						Delete record	Y	Y
ProjectedYield	Mfg		Yield	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	RangeOfCoverages	Mfg	Delete record	Y	Y
RangeOfCoverage	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		AverageRequirementInterval	Mfg	N	Reference	Input		Calendar	Core	RangeOfCoverageAverageRequirementIntervals	Mfg	Delete record	Y	Y
RangeOfCoverage	Mfg		AverageRequirementIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		AverageRequirementIntervalDurationType	Mfg	N	Enum	Input		AverageRequirementIntervalDurationType	Mfg			Delete record	Y	Y
RangeOfCoverage	Mfg		AverageRequirementIntervalLeadTimeCount	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		AverageRequirementIntervalOffset	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		FirstZoneIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		FirstZoneTarget	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		RangeOfCoverageInterval	Mfg	N	Reference	Input		Calendar	Core	RangeOfCoverageIntervals	Mfg	Delete record	Y	Y
RangeOfCoverage	Mfg		SecondZoneIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		SecondZoneTarget	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		StandardDaysPerInterval	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		ThirdZoneTarget	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		ThresholdFactorLower	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoverage	Mfg		ThresholdFactorUpper	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoveragePartOverride	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	RangeOfCoveragePartOverrides	Mfg	Delete record	Y	Y
RangeOfCoveragePartOverride	Mfg		AverageRequirementIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoveragePartOverride	Mfg		AverageRequirementIntervalLeadTimeCount	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoveragePartOverride	Mfg		AverageRequirementIntervalOffset	Mfg	N	Integer	Input						Delete record	Y	Y
RangeOfCoveragePartOverride	Mfg		ThresholdFactorLower	Mfg	N	Quantity	Input						Delete record	Y	Y
RangeOfCoveragePartOverride	Mfg		ThresholdFactorUpper	Mfg	N	Quantity	Input						Delete record	Y	Y
ReferenceForecastDimension	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
ReferenceForecastDimension	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ReferenceForecastTarget	Mfg		Dimension	Mfg	Y	Reference	Input		ReferenceForecastDimension	Mfg	Targets	Mfg	Delete record	Y	Y
ReferenceForecastTarget	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
ReferencePart	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ReferencePart	Mfg		ProductHierarchy1	Solutions	N	Reference	Input		ProductHierarchy1	Solutions	ReferenceParts	Solutions	Retain record, field = Null	Y	Y
ReferencePart	Mfg		ProductHierarchy2	Solutions	N	Reference	Input		ProductHierarchy2	Solutions	ReferenceParts	Solutions	Retain record, field = Null	Y	Y
ReferencePart	Mfg		ProductHierarchy3	Solutions	N	Reference	Input		ProductHierarchy3	Solutions	ReferenceParts	Solutions	Retain record, field = Null	Y	Y
ReferencePart	Mfg		U_ProductLine	User	N	Reference	Input	'Other'	U_ProductLine	User	U_ReferenceParts	User	Delete record	Y	Y
Region	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
Region	Mfg		Name	Mfg	N	String	Input						Delete record	Y	Y
Region	Mfg		RegionGroup	Mfg	N	Reference	Input		RegionGroup	Mfg	Regions	Mfg	Retain record, field = Null	Y	Y
RegionGroup	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
RegionGroup	Mfg		Name	Mfg	N	String	Input						Delete record	Y	Y
RegressionModel	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
RegressionModel	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
