Table	Namespace		Field	Namespace	Key	Type	Calculated	Default Value	Related Table	Related Namespace	Corresponding Field	Corresponding Namespace	Record Deleted	Record Table	Record Field
HistoricalDemandHeaderTimePhasedAttributes	Mfg		EffectiveOutDate	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalDemandSeries	Mfg		Header	Mfg	Y	Reference	Input		HistoricalDemandHeader	Mfg	Series	Mfg	Delete record	Y	Y
HistoricalDemandSeries	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
HistoricalDemandSeries	Mfg		AsOfDate	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalDemandSeries	Mfg		Details	Mfg	N	CompoundVector	Input		HistoricalDemandSeriesDetail	Mfg	Series	Mfg	Delete record	Y	Y
HistoricalDemandSeries	Mfg		Sequence	Mfg	N	Integer	Input						Delete record	Y	Y
HistoricalDemandSeriesDetail	Mfg		BeginDate	Mfg	Y	Date	Input						Delete record	Y	Y
HistoricalDemandSeriesDetail	Mfg		EndDate	Mfg	Y	Date	Input						Delete record	Y	Y
HistoricalDemandSeriesDetail	Mfg		Series	Mfg	Y	Reference	Input		HistoricalDemandSeries	Mfg	Details	Mfg	Delete record	Y	Y
HistoricalDemandSeriesDetail	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
HistoricalDemandSeriesDetail	Mfg		UnitPrice	Mfg	N	Money	Input	1					Delete record	Y	Y
HistoricalDemandSeriesDetail	Mfg		Value	Mfg	N	Money	Input						Delete record	Y	Y
HistoricalPartKPI	Mfg		Date	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalPartKPI	Mfg		KPI	Mfg	N	Reference	Input		KPI	Mfg	HistoricalPartKPIs	Mfg	Delete record	Y	Y
HistoricalPartKPI	Mfg		Part	Mfg	N	Reference	Input		Part	Mfg	HistoricalPartKPIs	Mfg	Delete record	Y	Y
HistoricalPartKPI	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
HistoricalReceipt	Mfg		Header	Mfg	Y	Reference	Input		HistoricalReceiptHeader	Mfg	HistoricalReceipts	Mfg	Delete record	Y	Y
HistoricalReceipt	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
HistoricalReceipt	Mfg		LineReceivedDate	Mfg	Y	Date	Input						Delete record	Y	Y
HistoricalReceipt	Mfg		ReceivedQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
HistoricalReceipt	Mfg		StartQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
HistoricalReceiptHeader	Mfg		BOMAlternate	Mfg	Y	Reference	Input		BOMAlternate	Mfg	HistoricalReceiptHeaders	Mfg	Delete record	Y	Y
HistoricalReceiptHeader	Mfg		Category	Mfg	Y	Reference	Input		HistoricalSupplyCategory	Mfg	HistoricalReceiptHeaders	Mfg	Delete record	Y	Y
HistoricalReceiptHeader	Mfg		PartSupplier	Mfg	Y	Reference	Input		PartSupplier	Mfg	HistoricalReceiptHeaders	Mfg	Delete record	Y	Y
HistoricalReceiptHeader	Mfg		Routing	Mfg	Y	Reference	Input		Routing	Mfg	HistoricalReceiptHeaders	Mfg	Delete record	Y	Y
HistoricalReceiptHeader	Mfg		Source	Mfg	N	Reference	Input		Source	Mfg	HistoricalReceiptHeaders	Mfg	Delete record	Y	Y
HistoricalSupplyActual	Mfg		Date	Mfg	Y	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		Header	Mfg	Y	Reference	Input		HistoricalSupplyHeader	Mfg	Actuals	Mfg	Delete record	Y	Y
HistoricalSupplyActual	Mfg		ActualDockDate	Solutions	N	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		ActualShipDate	Solutions	N	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		HandlingCost	Solutions	N	Money	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		LeadTime	Mfg	N	Integer	Input	-1					Delete record	Y	Y
HistoricalSupplyActual	Mfg		LineDueDate	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		Order	Solutions	N	Reference	Input		HistoricalSupplyOrder	Solutions	HistoricalSupplyActuals	Solutions	Retain record, field = Null	Y	Y
HistoricalSupplyActual	Mfg		OrderDate	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		OrderDueDate	Solutions	N	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		ReceiptQuantity	Solutions	N	Quantity	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		Shipment	Solutions	N	Reference	Input		HistoricalShipment	Solutions	HistoricalSupplyActuals	Solutions	Retain record, field = Null	Y	Y
HistoricalSupplyActual	Mfg		ShippingCost	Solutions	N	Money	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		Source	Mfg	N	Reference	Input		Source	Mfg	HistoricalSupplyActuals	Mfg	Delete record	Y	Y
HistoricalSupplyActual	Mfg		StatisticalDate	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalSupplyActual	Mfg		UnitPrice	Mfg	N	Money	Input	0					Delete record	Y	Y
HistoricalSupplyCategory	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
HistoricalSupplyCategory	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
HistoricalSupplyHeader	Mfg		Category	Mfg	Y	Reference	Input		HistoricalSupplyCategory	Mfg	HistoricalSupplyHeaders	Mfg	Delete record	Y	Y
HistoricalSupplyHeader	Mfg		PartSupplier	Mfg	Y	Reference	Input		PartSupplier	Mfg	HistoricalSupplyHeaders	Mfg	Delete record	Y	Y
HistoricalSupplyHeader	Mfg		Actuals	Mfg	N	CompoundVector	Input		HistoricalSupplyActual	Mfg	Header	Mfg	Delete record	Y	Y
HistoricalSupplyHeader	Mfg		LeadTimeCalendar	Mfg	N	Reference	Input		Calendar	Core	HistoricalSupplyHeaders	Mfg	Delete record	Y	Y
HistoricalSupplySeries	Mfg		Header	Mfg	Y	Reference	Input		HistoricalSupplyHeader	Mfg	Series	Mfg	Delete record	Y	Y
HistoricalSupplySeries	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
HistoricalSupplySeries	Mfg		AsOfDate	Mfg	N	Date	Input						Delete record	Y	Y
HistoricalSupplySeries	Mfg		Details	Mfg	N	CompoundVector	Input		HistoricalSupplySeriesDetail	Mfg	Series	Mfg	Delete record	Y	Y
HistoricalSupplySeries	Mfg		Sequence	Mfg	N	Integer	Input						Delete record	Y	Y
HistoricalSupplySeriesDetail	Mfg		BeginDate	Mfg	Y	Date	Input						Delete record	Y	Y
HistoricalSupplySeriesDetail	Mfg		EndDate	Mfg	Y	Date	Input						Delete record	Y	Y
HistoricalSupplySeriesDetail	Mfg		Series	Mfg	Y	Reference	Input		HistoricalSupplySeries	Mfg	Details	Mfg	Delete record	Y	Y
HistoricalSupplySeriesDetail	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
HistoricalSupplySeriesDetail	Mfg		UnitPrice	Mfg	N	Money	Input	-1					Delete record	Y	Y
ImportedStatisticalForecast	Mfg		Date	Mfg	Y	Date	Input						Delete record	Y	Y
ImportedStatisticalForecast	Mfg		ItemParameters	Mfg	Y	Reference	Input		ForecastItemParameters	Mfg	ImportedStatisticalForecasts	Mfg	Delete record	Y	Y
ImportedStatisticalForecast	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
IncrementalRule	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	IncrementalRules	Mfg	Delete record	Y	Y
IncrementalRule	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
IncrementalRule	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
IncrementalRule	Mfg		ProcessingRule	Mfg	N	Enum	Input		IncrementalProcessingRule	Mfg			Delete record	Y	Y
IndependentDemand	Mfg		Line	Mfg	Y	String	Input						Delete record	Y	Y
IndependentDemand	Mfg		Order	Mfg	Y	Reference	Input		DemandOrder	Mfg	Lines	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		AllotmentOverride	Mfg	N	Reference	Input		AllotmentOverride	Mfg	IndependentDemands	Mfg	Retain record, field = Null	Y	Y
IndependentDemand	Mfg		Batch	Mfg	N	Reference	Input		Batch	Mfg	IndependentDemands	Mfg	Retain record, field = Null	Y	Y
IndependentDemand	Mfg		ConfirmByDate	Mfg	N	Date	Input						Delete record	Y	Y
IndependentDemand	Mfg		CustomerRequestDate	Mfg	N	Date	Input						Delete record	Y	Y
IndependentDemand	Mfg		DeliveryRoute	Mfg	N	Reference	Input		DeliveryRoute	Mfg	IndependentDemands	Mfg	Retain record, field = Null	Y	Y
IndependentDemand	Mfg		DueDate	Mfg	N	Date	Input	d'Future'					Delete record	Y	Y
IndependentDemand	Mfg		ExpiryOffset	Mfg	N	Integer	Input	-1					Delete record	Y	Y
IndependentDemand	Mfg		FeatureList	Mfg	N	CompoundVector	Input		IndependentDemandFeatureList	Mfg	IndependentDemand	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		InputPool	Mfg	N	Reference	Input		Pool	Mfg	IndependentDemands	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		LineStatus	Solutions	N	String	Input						Delete record	Y	Y
IndependentDemand	Mfg		MinimumShelfLife	Mfg	N	Integer	Input	-1					Delete record	Y	Y
IndependentDemand	Mfg		Model	Mfg	N	Reference	Input		Model	Mfg	IndependentDemands	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		OrderPriority	Mfg	N	Reference	Input	[]{? Value='Low' 0 1, PlanningPriority:D}	OrderPriority	Mfg	IndependentDemandsUnderOrderPriority	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		OriginalRecordId	Solutions	N	String	Input						Delete record	Y	Y
IndependentDemand	Mfg		Part	Mfg	N	Reference	Input		Part	Mfg	IndependentDemands	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		PromisedDate	Mfg	N	Date	Input						Delete record	Y	Y
IndependentDemand	Mfg		ProtectQuantity	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
IndependentDemand	Mfg		QualifiedSpike	DDMRP	N	Enum	Input		Bool	System			Delete record	Y	Y
IndependentDemand	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
IndependentDemand	Mfg		RequestDate	Mfg	N	Date	Input						Delete record	Y	Y
IndependentDemand	Mfg		SavedPriority	Mfg	N	Reference	Input	[]{? Value='Low' 0 1, PlanningPriority:D}	OrderPriority	Mfg	IndependentDemandsUnderSavedPriority	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		ShipmentPolicy	Mfg	N	Reference	Input	[]{? Value='Partial' 0 1, Value}	ShipmentPolicy	Mfg	IndependentDemands	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		ShippedQty	Mfg	N	Quantity	Input						Delete record	Y	Y
IndependentDemand	Mfg		ShipSet	Mfg	N	Reference	Input		ShipSet	Mfg	IndependentDemands	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		StartUnit	Mfg	N	Integer	Input	-1					Delete record	Y	Y
IndependentDemand	Mfg		Status	Mfg	N	Reference	Input	[]{? Value='Current' 0 1, Value}	DemandStatus	Mfg	IndependentDemands	Mfg	Delete record	Y	Y
IndependentDemand	Mfg		TotalQuantity	Solutions	N	Quantity	Input						Delete record	Y	Y
IndependentDemand	Mfg		TransactionSequence	Mfg	N	Integer	Input						Delete record	Y	Y
IndependentDemand	Mfg		UnitSellingPrice	Mfg	N	Money	Input						Delete record	Y	Y
IndependentDemand_Notes	Mfg		IndependentDemand	Mfg	N	Reference	Input		IndependentDemand	Mfg	Notes	Mfg	Delete record	Y	Y
IndependentDemand_Notes	Mfg		Timestamp	Mfg	N	DateTime	Input						Delete record	Y	Y
IndependentDemand_Notes	Mfg		UserId	Mfg	N	String	Input						Delete record	Y	Y
IndependentDemand_Notes	Mfg		Value	Mfg	N	String	Input						Delete record	Y	Y
IndependentDemandFeatureList	Mfg		Feature	Mfg	Y	String	Input						Delete record	Y	Y
IndependentDemandFeatureList	Mfg		IndependentDemand	Mfg	Y	Reference	Input		IndependentDemand	Mfg	FeatureList	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
InventoryTransfer	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	InventoryTransfers	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		TransferPart	Mfg	Y	Reference	Input		Part	Mfg	InventorySourcingTransfers	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		ActualDockDate	Solutions	N	Date	Input						Delete record	Y	Y
InventoryTransfer	Mfg		DockToStockLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
InventoryTransfer	Mfg		ExpiryStartDate	Mfg	N	Date	Input						Delete record	Y	Y
InventoryTransfer	Mfg		Model	Mfg	N	Reference	Input		Model	Mfg	InventoryTransfers	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		Notes	Mfg	N	String	Input						Delete record	Y	Y
InventoryTransfer	Mfg		OriginalRecordId	Solutions	N	String	Input						Delete record	Y	Y
InventoryTransfer	Mfg		Pool	Mfg	N	Reference	Input		Pool	Mfg	InventoryTransfers	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
InventoryTransfer	Mfg		ShipDate	Mfg	N	Date	Input	d'Past'					Delete record	Y	Y
InventoryTransfer	Mfg		Source	Solutions	N	Reference	Input		Source	Mfg	InventoryTransfers	Solutions	Retain record, field = Null	Y	Y
InventoryTransfer	Mfg		StartUnit	Mfg	N	Integer	Input	-1					Delete record	Y	Y
InventoryTransfer	Mfg		TransferCost	Mfg	N	Money	Input						Delete record	Y	Y
InventoryTransfer	Mfg		TransferModel	Mfg	N	Reference	Input		Model	Mfg	InventoryTransferSourceModels	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		TransferPool	Mfg	N	Reference	Input		Pool	Mfg	InventoryTransferSources	Mfg	Delete record	Y	Y
InventoryTransfer	Mfg		TransferStartUnit	Mfg	N	Integer	Input	-1					Delete record	Y	Y
InventoryTransfer	Mfg		TransitCalendar	Mfg	N	Reference	Input		Calendar	Core	InventoryTransferTransitCalendar	Mfg	Retain record, field = Null	Y	Y
InventoryTransfer	Mfg		TransitTime	Mfg	N	Quantity	Input						Delete record	Y	Y
InventoryTransfer	Mfg		Type	Mfg	N	Reference	Input	[]{? Value='ByDate' 0 1, Value}	InventoryTransferType	Mfg	InventoryTransfers	Mfg	Delete record	Y	Y
InventoryTransferType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	InventoryTransferTypes	Mfg	Delete record	Y	Y
InventoryTransferType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
InventoryTransferType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
InventoryTransferType	Mfg		ProcessingRule	Mfg	N	Enum	Input		InventoryTransferProcessingRule	Mfg			Delete record	Y	Y
InventoryTransferType	Mfg		Status	Mfg	N	Enum	Input		InventoryTransferStatus	Mfg			Delete record	Y	Y
ItemSource	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
ItemSource	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	ItemSources	Mfg	Delete record	Y	Y
ItemSource	Mfg		Source	Mfg	Y	Reference	Input		Source	Mfg	ItemSources	Mfg	Delete record	Y	Y
ItemSource	Mfg		AcceptLeadTimeChanges	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
ItemSource	Mfg		AcceptYieldChanges	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
ItemSource	Mfg		AutomatedLeadTimeType	Mfg	N	Reference	Input		AutomatedLeadTimeType	Mfg	ItemSources	Mfg	Retain record, field = Null	Y	Y
ItemSource	Mfg		AutomatedYieldType	Mfg	N	Reference	Input		AutomatedYieldType	Mfg	ItemSources	Mfg	Retain record, field = Null	Y	Y
ItemSource	Mfg		BOMAlternate	Mfg	N	Reference	Input		BOMAlternate	Mfg	ItemSources	Mfg	Delete record	Y	Y
ItemSource	Mfg		Cluster	Mfg	N	Reference	Input		Cluster	Mfg	ItemSources	Mfg	Retain record, field = Null	Y	Y
ItemSource	Mfg		LeadTimeCorrectionStatus	Mfg	N	Enum	Input		ItemSourceReviewStatus	Mfg			Delete record	Y	Y
ItemSource	Mfg		Routing	Mfg	N	Reference	Input		Routing	Mfg	ItemSources	Mfg	Delete record	Y	Y
ItemSource	Mfg		YieldCluster	Mfg	N	Reference	Input		Cluster	Mfg	YieldItemSources	Mfg	Retain record, field = Null	Y	Y
ItemSource	Mfg		YieldCorrectionStatus	Mfg	N	Enum	Input		ItemSourceReviewStatus	Mfg			Delete record	Y	Y
ItemSourceFitOutput	Mfg		ItemSource	Mfg	Y	Reference	Input		ItemSource	Mfg	ItemSourceFitOutputs	Mfg	Delete record	Y	Y
ItemSourceFitOutput	Mfg		SelfHealingParameter	Mfg	Y	String	Input						Delete record	Y	Y
ItemSourceFitOutput	Mfg		ValueName	Mfg	Y	Reference	Input		ItemSourceFitOutputValueName	Mfg	ItemSourceFitOutputs	Mfg	Delete record	Y	Y
ItemSourceFitOutput	Mfg		AsOfDate	Mfg	N	Date	Input						Delete record	Y	Y
ItemSourceFitOutput	Mfg		Class	Mfg	N	Reference	Input		ItemSourceFitOutputClass	Mfg	ItemSourceFitOutputs	Mfg	Delete record	Y	Y
ItemSourceFitOutput	Mfg		ForecastModel	Mfg	N	Reference	Input		ItemSourceFitOutputForecastModel	Mfg	ItemSourceFitOutputs	Mfg	Delete record	Y	Y
ItemSourceFitOutput	Mfg		ValueDate	Mfg	N	Date	Input						Delete record	Y	Y
ItemSourceFitOutput	Mfg		ValueQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
ItemSourceFitOutput	Mfg		ValueText	Mfg	N	String	Input						Delete record	Y	Y
ItemSourceFitOutput	Mfg		ValueType	Mfg	N	Enum	Input		ItemSourceFitOutputValueType	Mfg			Delete record	Y	Y
ItemSourceFitOutputClass	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ItemSourceFitOutputClass	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ItemSourceFitOutputForecastModel	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ItemSourceFitOutputForecastModel	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ItemSourceFitOutputValueName	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ItemSourceFitOutputValueName	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
ItemSourceHistoricalSupplyCategory	Mfg		HistoricalSupplyCategory	Mfg	Y	Reference	Input		HistoricalSupplyCategory	Mfg	ItemSourceHistoricalSupplyCategorys	Mfg	Delete record	Y	Y
KPI	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
KPI	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
KPI	Mfg		EnableUOM	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
Location	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
Location	Mfg		Warehouse	Mfg	Y	Reference	Input		Warehouse	Mfg	Locations	Mfg	Delete record	Y	Y
Location	Mfg		Name	Mfg	N	String	Input						Delete record	Y	Y
Location	Mfg		StorageType	Solutions	N	Reference	Input		StorageType	Solutions	Locations	Solutions	Retain record, field = Null	Y	Y
LogisticsLocation	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
LogisticsLocation	Mfg		Address	Mfg	N	String	Input						Delete record	Y	Y
LogisticsLocation	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
LogisticsLocation	Mfg		Email	Mfg	N	String	Input						Delete record	Y	Y
LogisticsLocation	Mfg		Phone	Mfg	N	String	Input						Delete record	Y	Y
LogisticsLocation	Mfg		ProcessingTime	Mfg	N	Quantity	Input						Delete record	Y	Y
LogisticsLocation	Mfg		Type	Mfg	N	Enum	Input		LogisticsLocationType	Mfg			Delete record	Y	Y
MEIOLeadTime	Mfg		PartSource	Mfg	Y	Reference	Input		PartSource	Mfg	MEIOLeadTimes	Mfg	Delete record	Y	Y
MEIOLeadTime	Mfg		Average	Mfg	N	Quantity	Input						Delete record	Y	Y
MEIOLeadTime	Mfg		DistributionProfile	Mfg	N	Reference	Input		MEIOLeadTimeDistributionProfile	Mfg	MEIOLeadTimes	Mfg	Delete record	Y	Y
MEIOLeadTime	Mfg		LeadTimeOutlierMovingAverageWindow	Mfg	N	Integer	Input	3					Delete record	Y	Y
MEIOLeadTime	Mfg		LeadTimeOutlierThreshold	Mfg	N	Quantity	Input	3					Delete record	Y	Y
MEIOLeadTime	Mfg		LeadTimeOutlierType	Mfg	N	Reference	Input		OutlierType	Mfg	MEIOSupplyOutlierTypes	Mfg	Delete record	Y	Y
MEIOLeadTime	Mfg		LeadTimeSmoothingAfterIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
MEIOLeadTime	Mfg		LeadTimeSmoothingBeforeIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
MEIOLeadTime	Mfg		StandardDeviation	Mfg	N	Quantity	Input						Delete record	Y	Y
MEIOLeadTime	Mfg		Type	Mfg	N	Reference	Input		MEIOLeadTimeType	Mfg	Items	Mfg	Delete record	Y	Y
MEIOLeadTimeDistributionProfile	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
MEIOLeadTimeDistributionProfile	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
MEIOLeadTimeDistributionProfilePoint	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
MEIOLeadTimeDistributionProfilePoint	Mfg		Profile	Mfg	Y	Reference	Input		MEIOLeadTimeDistributionProfile	Mfg	Points	Mfg	Delete record	Y	Y
MEIOLeadTimeDistributionProfilePoint	Mfg		Value	Mfg	N	Quantity	Input						Delete record	Y	Y
MEIOLeadTimeDistributionProfilePoint	Mfg		Weight	Mfg	N	Quantity	Input						Delete record	Y	Y
MEIOLeadTimeOutlier	Mfg		Date	Mfg	Y	Date	Input						Delete record	Y	Y
MEIOLeadTimeOutlier	Mfg		MEIOLeadTime	Mfg	Y	Reference	Input		MEIOLeadTime	Mfg	MEIOLeadTimeOutliers	Mfg	Delete record	Y	Y
MEIOLeadTimeOutlier	Mfg		Adjustment	Mfg	N	Quantity	Input						Delete record	Y	Y
MEIOLeadTimeOutlier	Mfg		UseWhenDetectingOutliers	Mfg	N	Enum	Input		BoolY	System			Delete record	Y	Y
MEIOLeadTimeOutlier_Notes	Mfg		MEIOLeadTimeOutlier	Mfg	N	Reference	Input		MEIOLeadTimeOutlier	Mfg	Notes	Mfg	Delete record	Y	Y
MEIOLeadTimeOutlier_Notes	Mfg		Timestamp	Mfg	N	DateTime	Input						Delete record	Y	Y
MEIOLeadTimeOutlier_Notes	Mfg		UserId	Mfg	N	String	Input						Delete record	Y	Y
MEIOLeadTimeOutlier_Notes	Mfg		Value	Mfg	N	String	Input						Delete record	Y	Y
MEIOLeadTimeType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	MEIOLeadTimeTypes	Mfg	Delete record	Y	Y
MEIOLeadTimeType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
MEIOLeadTimeType	Mfg		Category	Mfg	N	Reference	Input		HistoricalSupplyCategory	Mfg	MEIOLeadTimeTypes	Mfg	Delete record	Y	Y
MEIOLeadTimeType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
MEIOLeadTimeType	Mfg		DistributionProfileRule	Mfg	N	Enum	Input		MEIOLeadTimeDistributionProfileRule	Mfg			Delete record	Y	Y
MEIOLeadTimeType	Mfg		ProbabilityDistribution	Mfg	N	Enum	Input		MEIOLeadTimeProbabilityDistribution	Mfg			Delete record	Y	Y
MEIOLeadTimeType	Mfg		StandardDeviationRule	Mfg	N	Enum	Input		MEIOLeadTimeStandardDeviationRule	Mfg			Delete record	Y	Y
Model	Mfg		Value	Mfg	Y	String	Input	'None'					Delete record	Y	Y
Model	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
MUEPoolNettingType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	MUEPoolNettingTypes	Mfg	Delete record	Y	Y
MUEPoolNettingType	Mfg		Value	Mfg	Y	String	Input	'Ignore'					Delete record	Y	Y
MUEPoolNettingType	Mfg		AttributeExcessRule	Mfg	N	Enum	Input		MUEPoolNettingAttributeExcessRule	Mfg			Delete record	Y	Y
MUEPoolNettingType	Mfg		AttributeFlowToCommon	Mfg	N	Enum	Input		MUEPoolNettingAttributeFlowToCommonRule	Mfg			Delete record	Y	Y
MUEPoolNettingType	Mfg		AttributeRule	Mfg	N	Enum	Input		MUEPoolNettingAttributeRule	Mfg			Delete record	Y	Y
MUEPoolNettingType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
MUEPoolNettingType	Mfg		ModelRule	Mfg	N	Enum	Input		MUEPoolNettingModelRule	Mfg			Delete record	Y	Y
MUEPoolNettingType	Mfg		PoolFlowToCommon	Mfg	N	Enum	Input		MUEPoolNettingPoolFlowToCommonRule	Mfg			Delete record	Y	Y
MUEPoolNettingType	Mfg		PoolRule	Mfg	N	Enum	Input		MUEPoolNettingPoolRule	Mfg			Delete record	Y	Y
MUEPoolNettingType	Mfg		SafetyStockRule	Mfg	N	Enum	Input		MUEPoolNettingSafetyStockRule	Mfg			Delete record	Y	Y
